1.194264237882588553e+01,7.094562922350492462e-01
2.897542715072631836e+00,8.812912464141846591e-01
1.196685621641129060e+01,8.701269440580363668e-01
7.059949636459350586e+00,7.195629119873047097e-01
1.352364223237140806e+01,7.102210549711560628e-01
1.329351663589477539e+00,8.778976917266845259e-01
5.474140823242472642e-01,7.249407821974683808e-01
1.983665227890014648e+00,8.774359703063965288e-01
5.514986152914088890e+00,8.751024454747946546e-01
1.630327224731445312e+01,7.943833351135254350e-01
6.801783667639887732e+00,7.250862165817055782e-01
7.066705304622090900e+00,8.716004239688663890e-01
2.483843391498781472e-01,7.290242218649074513e-01
2.681361436843872070e+00,8.736576557159423384e-01
3.922452926635742188e+00,7.284679174423217551e-01
1.310041546821594238e+01,7.178532123565674050e-01
1.677171707153320312e+01,6.942409753799438921e-01
6.392127275466918945e+00,8.699898242950439009e-01
8.172622887242829037e+00,8.677389132267048222e-01
8.154454868390468292e+00,8.669357037934422028e-01
4.890127182006835938e+00,8.686906576156616655e-01
1.623909868185242544e+01,6.995665171708609353e-01
1.681321191111735303e+01,7.026708784377465600e-01
7.587047815322875977e+00,7.311127901077270064e-01
4.207676208842560328e+00,7.341240359658254278e-01
1.028049945831298828e+01,8.615047454833983931e-01
5.765526294708251953e+00,8.657215118408203569e-01
1.221523046493530273e+01,8.552469730377196822e-01
1.536087751388549805e+01,7.105259895324707031e-01
1.392440981629825458e+01,7.198867315982355741e-01
1.535587191581726074e+01,7.110384941101074441e-01
1.249087452888488770e+01,8.527798414230347568e-01
1.586750874304733117e+01,8.010855432151222644e-01
3.542667686658936610e+00,7.362784825219305107e-01
1.942757368087768555e+00,8.663538217544555220e-01
1.687741458875065348e+01,7.118633189134191408e-01
1.692651748657226562e+01,7.182335376739501509e-01
4.923152923583984375e-01,7.375548124313354714e-01
1.330845713615417480e+01,7.244066238403320535e-01
1.634679231377085173e+01,7.073139254338085546e-01
8.066695301965980391e+00,7.346645047475317547e-01
9.796916661404429405e+00,8.589935846428820021e-01
1.105291448410439159e+01,8.560562669137085079e-01
7.131089705058681893e+00,8.613452047050227378e-01
2.810168266296386719e+00,7.385006189346313699e-01
8.911199569702148438e+00,8.595762968063354048e-01
1.403421380045369915e+01,8.377717445230548066e-01
1.487529788091341665e+01,7.179612161545149140e-01
1.677437782287597656e+01,7.350332498550414817e-01
