1.833101039822545175e+01,7.842218964691129202e+01
1.087886411781738172e+00,7.799921574056135398e+01
3.680968215898078877e-01,6.640089119913918125e+01
7.339990107041739764e-02,6.645114363065214036e+01
1.426057759822736060e+01,6.939808950334095528e+01
1.674272179603576660e+01,7.915993213653564453e+01
1.679359056924502624e+01,7.362818786787443059e+01
5.843288966790000316e+00,6.717686454795105533e+01
2.501495549720662126e+00,6.683992816009121896e+01
2.675639165074353176e+00,7.757681240523324107e+01
1.680819034576416016e+01,7.865410327911376953e+01
5.042595235910009244e+00,6.716828180111036772e+01
7.571989844985824725e+00,7.782328427900763756e+01
5.465819161393685732e+00,6.741748264494472664e+01
6.297458730923381154e+00,7.758065054654001358e+01
4.205608728411414088e-01,6.704648578715502083e+01
1.143626097229221550e+01,6.861333282701968983e+01
8.653998374938964844e-02,7.715396404266357422e+01
6.692606370589046172e+00,6.769015607696073289e+01
6.830412149429321289e+00,7.748517990112304688e+01
9.019300471341258785e+00,6.814610334870056363e+01
3.991518194360089922e+00,6.747783299166766824e+01
1.673342795799447202e+01,7.544825329872975317e+01
1.537395789331054807e+01,7.829936185701176043e+01
1.209193279111980601e+01,6.915914896820859781e+01
1.597960372504536508e+01,7.799098725155812417e+01
1.336409039140954391e+01,7.791159227262816955e+01
1.433431698707826030e+01,7.062519276692010806e+01
4.596472125266158670e+00,7.701519894899632845e+01
3.368136591432354443e+00,7.689251611678474774e+01
1.044503411456627440e+01,7.748764821454300034e+01
1.436924997485482791e+01,7.067849994061728580e+01
1.642003608427195971e+01,7.436857819506886358e+01
1.647412572974296552e+01,7.478524179956133366e+01
1.158183531587125792e+01,7.757585725824282008e+01
9.553733315170902074e+00,6.863779023017804093e+01
7.954885613339655492e+00,6.829945090107509031e+01
1.244300359125559474e+01,7.764368903744824024e+01
3.745190399167105610e+00,7.687364712873434769e+01
1.508211006911862562e+01,7.157077165877382185e+01
9.584216865644552996e+00,7.730968730073524853e+01
1.754021259091344209e+00,6.758002282087666401e+01
3.411360979080200195e+00,7.678606033325195312e+01
1.322594825408391905e+01,6.997734005441023442e+01
1.346462231317958214e+01,7.012014263131959524e+01
4.095151424407958984e+00,7.680435657501220703e+01
1.618655047420008586e+01,7.732092298245177631e+01
1.616457420041103177e+01,7.382132046290405469e+01
6.288863418769549796e+00,7.696650375214866813e+01
1.380599406919736971e+01,7.045144611739092966e+01
1.276258230209350586e+01,6.982789039611816406e+01
8.473307220069258960e+00,6.855596207789007224e+01
3.984853270946575599e+00,7.668259449331451094e+01
1.580830792751782710e+01,7.741059655050101185e+01
1.513199210166931152e+01,7.192029476165771484e+01
1.391488528366131661e+01,7.758053208147035207e+01
1.585747911300713398e+01,7.733530408961345870e+01
7.640542302545147102e+00,7.693522684247741950e+01
1.621139605583779897e+01,7.676400459234088203e+01
1.635576523720887110e+01,7.584856568343096228e+01
3.058321475982666016e+00,6.788039207458496094e+01
8.003658831504976590e+00,7.692061287817480775e+01
7.814837713093209182e+00,7.690703024641335617e+01
1.483875845450803865e+01,7.166419455264653493e+01
1.228591554988436485e+01,6.975023561792283999e+01
5.330220725891460454e+00,7.671246289621217329e+01
5.233158902231468623e+00,7.670435476846992628e+01
1.202996540077820242e+01,7.727581634785796894e+01
1.626401104034823675e+01,7.568525822592960139e+01
2.817118167877197266e+00,7.650108814239501953e+01
1.274131231768076944e+01,7.000241240446926838e+01
7.372245884530817861e+00,7.681984770385986394e+01
3.832856929555777281e+00,7.655012273259481503e+01
4.503846071963017117e+00,7.659819382806196586e+01
7.067403243159787962e+00,6.850843324381997945e+01
1.358512936397462312e+01,7.058471397864076380e+01
2.491439478831020793e+00,7.641281958717368639e+01
1.297688006305935993e+01,7.021008124172666953e+01
3.710895776748657227e+00,6.809119224548339844e+01
1.483950985966508185e+01,7.733366507395267320e+01
1.588286201909362205e+01,7.683510249423156324e+01
5.948232377462000287e+00,7.663254387289327951e+01
5.094870893066163475e+00,7.657051289473230327e+01
1.465360326594304397e+01,7.733377317289510700e+01
1.396840691566467285e+01,7.732630729675292969e+01
3.384555416457720067e+00,7.642774823161204267e+01
7.264969348907470703e+00,6.862887382507324219e+01
8.842710791067817766e+00,7.683218076314187783e+01
9.375260483831690195e+00,6.901965893681062880e+01
1.320926679536385961e+01,7.720366467671603061e+01
6.554836244361058384e+00,6.855760780675680621e+01
8.555458375417657635e+00,6.888378433603898543e+01
4.919095933583585101e+00,6.834772827781472415e+01
1.473172470507724263e+01,7.721004959233744103e+01
1.558507323265075684e+01,7.323533058166503906e+01
1.374144444906983153e+01,7.089027373203133209e+01
1.582435100984832310e+01,7.392606875837722669e+01
1.081820073486978906e+01,7.693033817476053571e+01
7.235234260317616517e+00,7.662599459696818371e+01
1.595846106880927451e+01,7.630197807443899194e+01
1.243082839570440790e+01,7.007753010254447190e+01
4.886393547058105469e+00,6.836641788482666016e+01
5.283869874869310479e+00,7.648122450674620154e+01
1.603721457100876435e+01,7.528279141301928234e+01
3.220825195312500000e+00,6.817876815795898438e+01
1.391386857317185211e+01,7.107026490590385492e+01
1.428541779518127441e+01,7.140323638916015625e+01
3.376778364181518555e+00,7.628969669342041016e+01
1.389797504463505717e+01,7.106437593346078074e+01
1.141664402016504276e+01,7.691708160914593861e+01
1.507171972817790007e+01,7.244270639165418402e+01
1.081528341610322186e-01,7.614851687208975761e+01
2.673321218610657191e+00,6.815637630523252710e+01
1.536997971617040726e+01,7.687800137195281991e+01
1.123738984353229320e+01,6.968119556194358211e+01
7.181582792191771869e-01,7.618559417367332287e+01
1.235029150588305669e+01,7.696654079459220554e+01
9.131010749270338067e+00,7.666511718327463143e+01
1.761632159016761845e+00,7.619593603803907911e+01
1.576169344311094456e+01,7.419278672503200767e+01
7.319368208584103641e+00,6.880467358333574168e+01
1.422601551011562293e+01,7.705939109609286675e+01
1.412114983853698646e+01,7.705308840408829951e+01
1.592998732287709274e+01,7.555658190602684954e+01
1.426375361407394493e+01,7.149398294633536466e+01
4.990072445600568507e+00,6.848934039683642538e+01
4.770398979965626118e+00,6.845451975274093570e+01
4.087904691696166992e+00,6.837036609649658203e+01
1.361681536387619573e+01,7.701570435685076177e+01
6.010903240627464283e-01,7.613838835368811431e+01
8.295049916420897063e+00,7.657090204356767060e+01
1.963933790451643624e+00,7.616538387703126034e+01
8.520555655547626728e+00,7.657063831570738444e+01
4.058731580583090359e-01,6.816657358178431991e+01
9.943394390861984178e+00,7.667772270208976693e+01
1.307838515474660745e+01,7.059475700663325881e+01
1.031961962628012941e+01,6.948397776973052942e+01
9.480645064109475939e+00,7.663532191954718087e+01
3.591396622802802252e+00,7.621359955722093105e+01
2.850372791290283203e+00,7.616531848907470703e+01
1.423752392545768863e+01,7.697057780269672378e+01
3.258526325225830078e-01,7.609214782714843750e+01
1.587588166525372380e+01,7.504799972127922558e+01
4.488772153854370117e+00,7.625315666198730469e+01
1.529580272579770472e+01,7.664517495290007787e+01
2.033671057863515763e+00,6.824210720737882241e+01
2.107685776199428318e+00,6.827224469340472979e+01
6.692723293429104992e+00,7.637402211556363341e+01
1.576908727825484746e+01,7.560583198409889860e+01
6.598460957854951126e+00,6.882242837967142179e+01
9.857013341087476732e+00,6.946475918280995643e+01
1.384907968087242836e+01,7.686385328021535202e+01
1.446523547172546387e+01,7.194581508636474609e+01
4.779134020666846894e+00,7.616623694874920147e+01
1.918110063188469772e+00,6.831750882444629269e+01
9.038446380573061489e+00,6.927906699655198963e+01
9.039309399079494156e+00,6.928618342317516010e+01
1.570180373660351236e+01,7.459973719090925215e+01
1.353990066643195611e+01,7.682344014216785411e+01
6.797703912822874450e+00,6.889230560494894462e+01
1.391873701926379781e+01,7.682287290083353071e+01
1.167134642601013184e+01,7.669077873229980469e+01
6.775580486550932591e+00,6.890791072896979585e+01
1.341294718935155394e+01,7.680811540962830009e+01
1.844015678700192451e+00,6.836270475421750348e+01
1.917635202407836914e+00,7.598423480987548828e+01
6.418169425044899512e+00,7.627107936563042756e+01
4.423734486305377800e+00,7.615042732347248489e+01
1.554381058865690513e+01,7.397615258837171837e+01
1.202336549758911133e+00,6.822156906127929688e+01
1.058312090247562409e+01,7.656641034268594126e+01
9.267433497227974826e+00,6.937962056793821830e+01
1.545647182077859583e+01,7.376979483347803068e+01
1.068678856027710999e+01,7.657277232177241899e+01
2.678719773703944096e+00,7.601545153489058748e+01
